20231005	08:05:39	07d61310-74c9-49a3-837c-a22f3dd7ab43	Log event emitted!
20231005	08:05:51	43c561f3-8d48-478a-aa6a-bce2d13ca526	Log event emitted!
20231005	08:14:21	99d7e661-0f0d-457e-acfd-ee7f3dc76ee2	Log event emitted!
20231005	08:14:35	50ec9a74-1e92-4d52-96ad-249a6ac469a4	Log event emitted!
20231005	08:14:39	95b8fd2d-c4bc-4a27-a925-1b620aa18dd8	Log event emitted!
20231005	08:14:44	174d810e-9795-4676-976b-1d2ec54e4bea	Log event emitted!
20231005	08:14:52	6e816894-b9b9-4326-aae0-c01f69880f92	Log event emitted!
20231005	10:53:26	5b2d7f02-8eef-492e-867e-d3d748334d2d	TypeError: Cannot read properties of undefined (reading 'includes')
20231005	13:14:36	09ec8a01-8047-4fdb-8236-7d6de68dedc7	/data/data.json	GET
20231005	13:14:41	2cb42204-09e2-49cd-ab8b-e1e3b71c54b3	/data/data	GET
20231005	13:14:41	489c21cf-f60a-457b-ab5d-c7d1c7aeba1f	/css/style.css	GET
20231005	13:14:52	beb4c44b-5220-4e02-8a32-1976cf702e70	/data/data.txt	GET
20231005	13:15:30	d2c57f8b-b3f0-4180-be3f-4946e3ae8e1b	/subdir/index.html	GET
20231005	13:15:40	2237c800-79f2-40c8-b085-84c24084e5d7	/subdir/test.html	GET
20231005	13:15:51	e106990e-cc7d-4b72-a8a1-874120bca153	/views	GET
20231005	13:15:51	b7bd497b-c04d-4c09-9b31-b8254339e425	/css/style.css	GET
20231005	13:15:56	93876529-c136-4814-971c-bb1ad67f3245	/views/index.html	GET
20231005	13:15:56	543bc7c8-88da-43f9-91a1-7865bdfbf92a	/css/style.css	GET
20231005	13:16:18	af421036-03f6-4032-89a1-40ba04017470	/views/newpage.html	GET
20231005	13:16:18	33b605ec-41e0-45ad-aa58-4b756aa247d5	/css/style.css	GET
20231005	13:16:22	bdfddfe9-cab7-4421-bb15-cc3b6e9cc865	/views/new-page.html	GET
20231005	13:16:22	61e0843c-b50f-46f5-b095-684dfc4c30db	/css/style.css	GET
20231005	13:17:34	d1a09df8-bb8d-4a9d-9e7d-62ca3b2f3679	/data/data.txt	GET
20231005	13:17:38	3a06b0c8-7d5a-48d2-b8bb-f445c502ea67	/	GET
20231005	13:17:38	605aa46c-1d47-4d8a-a80f-950baf29be5a	/css/style.css	GET
20231005	13:17:59	80eeb85d-6a77-4944-a5e1-cde3e900dbe4	/data/data.json	GET
20231005	13:19:55	b6482f6d-6771-4716-aa7c-59b68aaa96da	/views/old	GET
20231005	13:19:55	fc072be4-e398-4411-a68a-ace666a94795	/css/style.css	GET
20231005	13:20:07	a68b8531-5da0-4f4f-a24a-f2be6fa8b4b6	/old	GET
20231005	13:20:07	bc429147-201c-415d-8d05-72ba4e6d7857	/css/style.css	GET
20231005	13:20:19	e7d7d4d2-d33f-4ccf-8295-373d2c0dd06a	/views/	GET
20231005	13:20:19	7bed7c4f-65b3-4793-92e9-963dacb4fb36	/css/style.css	GET
20231005	13:21:11	ff64893a-1610-4c18-8da9-fc1eea367d11	/views/	GET
20231005	13:21:11	ef3cf94c-7cfa-48d2-979e-1ac97cf208f1	/css/style.css	GET
20231005	13:23:04	ed442390-2cef-41a9-91dc-789bbeef70c4	/views/index.html	GET
20231005	13:23:04	c8b02e77-dfac-4dd3-b7fb-d12ecc0d9497	/css/style.css	GET
20231005	13:24:14	2c7b6c99-3a40-4b8f-8f85-09026f80e69d	/views/index.html	GET
20231005	13:24:14	11af1cd9-1b49-4e4e-8a09-8afdb7bca101	/css/style.css	GET
20231005	13:24:57	4aae9ac5-2c5e-46be-86bc-0c02fd1df2c7	/views/index.html	GET
20231005	13:24:57	716cc171-6fd1-4d25-ae07-180d27980261	/css/style.css	GET
20231005	13:25:37	b81509a9-7e50-4fd4-a1ee-09fc2ab9f662	/views/index.html	GET
20231005	13:25:37	09f06f8f-1f84-4520-a033-b68c616392a9	/css/style.css	GET
20231005	13:25:52	5a81536c-2b43-41b9-9b1e-995dc5210c4a	/views/old.html	GET
20231005	13:25:52	00d516b0-ba1d-4771-8f35-1b05ecd2ff49	/css/style.css	GET
20231005	13:28:10	04985ace-df37-4f07-b71e-8104b2e2fc07	/views/old.html	GET
20231005	13:28:10	177735b3-fdee-4a5e-b2ea-7ac1c254dd68	/css/style.css	GET
20231005	13:28:50	6da6af3a-6a6c-4767-b8f8-98d8f56d41f3	/views/old.html	GET
20231005	13:28:50	d545ad71-8242-4bc6-8598-1e46cbfa4e15	/css/style.css	GET
20231005	13:31:39	acb9e89e-6c25-4e8f-912d-19f4671fce02	/views/old.html	GET
20231005	13:31:39	1b601425-6a98-4a5a-9e03-398fc568af04	/css/style.css	GET
20231005	13:32:06	cfc55fab-1d3d-4835-a9a2-995df56c88f0	/views/old.html	GET
20231005	13:32:06	a1970d74-dc17-4b5d-8201-9d4c9b219d99	/css/style.css	GET
20231005	13:32:29	73b4052f-3b86-467d-9bd6-6745149ec487	/views/old.html	GET
20231005	13:32:29	95a98fed-0704-4a6e-97af-d32218856b27	/css/style.css	GET
20231005	13:32:48	dd9e5005-87be-447e-919f-5096ec5da510	/views/old.html	GET
20231005	13:32:48	54559883-a837-40de-8b37-8e032a9ae8f3	/css/style.css	GET
20231005	13:33:09	a71e8c1e-6641-4adf-8ccb-51f0ab07c8a3	/views/old.html	GET
20231005	13:33:09	c1b45032-06f7-4fe0-b947-c7bd0deca641	/css/style.css	GET
20231005	13:33:28	5cdf3901-e227-407e-99a0-994f27252679	/views/old.html	GET
20231005	13:33:28	47a181c4-0cae-4ef0-b2c2-ec9dc8e1be89	/css/style.css	GET
20231005	13:34:16	e9eb7418-4e59-45d2-b601-be5394aaafef	/views/old.html	GET
20231005	13:34:16	04b7c665-578b-4c71-8342-c2758bb202b7	/css/style.css	GET
20231005	13:34:53	3884901b-e440-4dc1-961f-9c1a1d9f0038	/views/old.html	GET
20231005	13:34:53	fa4b6a00-6215-4f35-a340-8f3571df2f27	/css/style.css	GET
20231005	13:35:35	642c9b29-f5b5-46aa-b1a3-bfe13a32d5ac	/views/old.html	GET
20231005	13:35:35	d1f0b382-e560-41fd-bbad-272acc2897aa	/css/style.css	GET
20231005	13:40:31	e3d1315f-17df-4a3d-8610-d3f07298f8d1	/data	GET
20231005	13:40:31	3c1a6f31-9581-4dc7-a8e1-4f6610cc020c	/css/style.css	GET
20231005	13:40:37	3598ea9b-3e95-45d6-98b7-9b389b5500db	/data/	GET
20231005	13:40:37	663c542e-0841-4545-831e-29890f330d0e	/css/style.css	GET
20231005	13:40:42	2586974c-14e5-47b6-a96c-ddaf0226df48	/data/data.json	GET
20231005	13:41:25	7924adf5-2380-414d-8cba-3ac426893898	/data/data.json	GET
20231005	13:42:26	fe65a56d-9891-40aa-ba7c-23f68b09c810	/data/data.json	GET
20231005	13:42:40	b9470f75-4fc8-4e0a-a2b9-6b25a4d87e8d	/data/data.txt	GET
20231005	13:42:53	ecf1b2ef-62b4-4738-b5f1-7ef86675e899	/views/index.html	GET
20231005	13:42:53	d2721241-cafa-40b7-8008-d77b098dc178	/css/style.css	GET
20231005	13:43:01	e150e881-3264-4699-9bb6-afd03f19d547	/	GET
20231005	13:43:01	a4947be4-2b2d-4505-911e-67a5ff0ad0a2	/css/style.css	GET
20231005	13:44:07	e4293c58-0771-4205-8131-ea3abb84c9a9	/	GET
20231005	13:44:07	c9c15eaf-41f7-40d5-9425-34cbbaa4b130	/css/style.css	GET
20231005	13:45:23	0473e79b-b019-41be-b5d1-f8e41da4eddb	/	GET
20231005	13:45:23	58146518-8a6c-46e7-9a61-85db248af3f6	/css/style.css	GET
20231005	13:45:41	cde1e0b0-9a6a-4fd7-892b-c83f378d0501	/views/new-page.html	GET
20231005	13:45:41	84f825d1-8111-4b6b-81bb-f0ca2201dab1	/css/style.css	GET
20231005	13:46:14	c7b9e39e-315a-46b9-976d-e185398f345b	/views/old	GET
20231005	13:46:14	eca4fdde-4c6c-4524-acb3-74da84941252	/css/style.css	GET
20231005	13:48:06	6b9e1ab1-0711-4c03-9e99-6c7dfafa51c5	/views/old	GET
20231005	13:48:06	cb030c0f-ef24-4b9e-9060-5fc82699d095	/css/style.css	GET
20231005	13:48:23	2e533e02-9b8b-4b7d-b352-74e091ebce4e	/	GET
20231005	13:48:23	9b14e21a-7a10-4909-ad6f-d8d5f1724340	/css/style.css	GET
20231005	13:48:40	10c504c5-cc54-4334-88e2-88028ae01842	/old	GET
20231005	13:48:40	7d1b15a8-7315-423f-9b84-01bdbf1ae6bc	/css/style.css	GET
20231005	13:49:12	2e5379b9-dd34-4fe9-9bbf-58bf27e932fb	/old	GET
20231005	13:49:12	4a8d7b56-a93d-4704-9ce7-dfcd555733fa	/css/style.css	GET
20231005	13:49:56	4ba165b1-7501-453d-a376-616452f3ead4	/old	GET
20231005	13:49:56	9ada19a9-29e3-4cd3-89d0-f1e8e60fa31d	/css/style.css	GET
20231005	13:50:09	05e1de81-0e60-49ef-a2e1-b43ece76d2e7	/new	GET
20231005	13:50:09	29c4f487-27d1-49ac-9817-0224bdf1c147	/css/style.css	GET
20231005	13:50:30	f897981c-4552-4ec8-a8f6-e547bd5a3bf2	/bob	GET
20231005	13:50:30	550831a6-21bd-4ab4-ba00-cf8dc8409df6	/css/style.css	GET
20231005	13:50:45	db9b00f7-0ae2-4031-9871-f825906ea55c	/new-page.html	GET
20231005	13:50:45	fda29827-9edf-48dd-a073-849e110d17d1	/css/style.css	GET
20231005	13:50:45	f50a0b48-94a9-4c2b-ad49-3d322e6dc19b	/img/img1.jpg	GET
20231005	13:52:30	f180ef86-e2a8-42df-92c9-51e9752d42b3	/data/data.json	GET
20231005	13:52:32	17e7e9c0-ccb5-4777-9737-48b7889be343	/data/data.json	GET
20231005	13:52:32	eb14a5c1-c536-4d12-a154-9bb8e31f5764	/data/data.json	GET
20231005	13:52:33	2b45c0eb-c1bf-4fab-9705-6456df1635b2	/data/data.json	GET
20231005	13:52:34	b7d59f91-c88f-4787-b7ed-d5968d361917	/data/data.json	GET
20231005	13:53:18	92636325-516e-4467-b59d-52c37c380381	/data/data.json	GET
20231005	13:54:18	10edd810-120a-4c5e-85a0-36efeff0438f	/data/data.json	GET
20231005	14:00:24	bdd199ec-74a7-447b-ae92-2cb4ac7e552f	/data/data.json	GET
20231005	14:10:53	c1c31cf8-e194-4edd-954b-ce2ac9e8797a	/data/data.json	GET
20231005	14:10:53	a3e59f26-a9c1-4967-b67c-4fc6b4f78be2	TypeError: fsPromises.readFil is not a function
20231005	14:11:02	de597140-07bd-44fc-9b8c-db917337adb7	/data/data.json	GET
20231005	14:23:59	fc3b68cc-6246-47ec-9b0f-b7acde279ae6	/data/data.json	GET
20231005	14:23:59	4013e6e0-b5bb-4c31-8156-5e3353eea8ba	TypeError: filePath.include is not a function
20231005	14:24:12	5abe4f1d-ef3b-47a5-9b29-690cf2b3d21e	/data/data.json	GET
20231005	14:26:22	925aad6a-6a8b-4cbf-8e8b-aeb96743b4e6	/data/data.json	GET
20231005	14:27:08	0719792e-5637-4cf7-a78f-f98503bd273e	/data/data.json	GET
20231005	14:28:42	ecc23cfe-f807-4ddb-8732-cd7f4fd14b6c	/data/data.json	GET
20231005	14:29:26	23428317-5d74-4cb1-b562-d0e6264514b4	/data/data.json	GET
20231005	14:30:26	44cdfbd8-4acc-486e-a5b0-9c12befc5cbd	/old	GET
20231005	14:30:26	77cb92ec-6d24-4e4f-9140-3320beba421a	/css/style.css	GET
20231005	14:30:39	d88de6f6-3dbd-48a1-afc5-e7b14c823c5c	/views/	GET
20231005	14:30:39	e7bd91c5-4c90-42e6-b6f9-14f883460b3e	/css/style.css	GET
20231005	14:30:41	b3d9b797-4aaa-4fc6-834e-48b7427178fd	/views/new	GET
20231005	14:30:41	e0df9857-61bd-4736-88b9-2a2794129d4b	/css/style.css	GET
20231005	14:30:46	40884a0f-0d1e-416c-977c-cd6cb876494e	/views/new-page.html	GET
20231005	14:30:46	1eaccf22-21ca-4512-8f42-73e8aacbac06	/css/style.css	GET
20231005	14:30:49	f92058bd-ae32-4061-b03a-aa841e085324	/views/new-page.html	GET
20231005	14:30:49	fbfcab48-c4d4-461e-8f61-401f244c6b73	/css/style.css	GET
20231005	14:31:04	aba36fc5-e455-40f1-8a97-383e4a384545	/views/old	GET
20231005	14:31:04	a39598a6-1c67-4958-bf5b-07101b4b2eb6	/css/style.css	GET
20231005	14:31:24	84e51410-a33e-4a69-acda-88d5ed86eebc	/views/old	GET
20231005	14:31:24	594d612f-5de8-4e67-bc5c-bdb99555db48	/css/style.css	GET
20231005	14:31:36	62cc9202-6109-46f1-b5eb-21ac777fdb9e	/views/new-page	GET
20231005	14:31:36	4e9972d5-fa92-4577-866b-d3e3daf344f6	/css/style.css	GET
20231005	14:31:43	114c2c20-7db4-4497-a719-c600c930aeea	/data/data.json	GET
20231005	14:31:51	defae69d-d950-4b8c-b4b9-20829d5930ca	/views/new-page.html	GET
20231005	14:31:51	ad6a4ccf-7104-4b0f-94de-a390145de154	/css/style.css	GET
20231005	14:31:56	c42792bf-9087-49f7-a1f2-6ac90e6e5bc0	/views/old	GET
20231005	14:31:56	f57b384d-8b7b-4339-85ff-626ef8ab6fe4	/css/style.css	GET
20231005	14:33:23	1ba6627e-8a13-4981-aefd-fb0f37cb1e1d	/views/new-page	GET
20231005	14:33:23	6251d5dc-6148-4389-8e43-b6c36c2a6391	/css/style.css	GET
20231005	14:33:28	ce77ba52-55c9-4d54-9f7b-e1d9d8cb760b	/views/new-page.html	GET
20231005	14:33:28	241617ad-cece-4928-a790-aca5181664a1	/css/style.css	GET
20231005	14:34:08	b44c031c-c2f5-4447-93e9-638244e747a2	/views/new-page.html	GET
20231005	14:34:08	bd268711-c3a3-4f86-9615-2c52e5bd938d	/css/style.css	GET
